1,Latin,etesian,etesian,CORRECT,,0 min. 7 sec.
2,Latin,aureate,aureate,CORRECT,,0 min. 5 sec.
3,Latin,diploe,diplewy,INCORRECT,,0 min. 8 sec.
4,Latin,obloquy,obloquy,CORRECT,,0 min. 5 sec.
5,Latin,pontifex,pontifex,CORRECT,,0 min. 7 sec.
6,Latin,labarum,labarm,INCORRECT,,0 min. 9 sec.
7,Latin,realia,realia,CORRECT,,0 min. 4 sec.
8,Latin,cantus,cantus,CORRECT,,0 min. 6 sec.
9,Latin,sardonyx,sardonics,INCORRECT,,0 min. 3 sec.
10,Latin,ampulla,ampulla,CORRECT,,0 min. 5 sec.
11,Latin,torticollis,torticollis,CORRECT,,0 min. 4 sec.
12,Latin,semelparous,samalperous,INCORRECT,,0 min. 7 sec.
13,Latin,terete,terete,CORRECT,,0 min. 4 sec.
14,Latin,extravasate,extravosate,INCORRECT,,0 min. 4 sec.
15,Latin,encaenia,ensigna,INCORRECT,,0 min. 6 sec.
16,Latin,peccavi,picawi,INCORRECT,,0 min. 8 sec.
17,Latin,variorum,variorum,CORRECT,,0 min. 5 sec.
18,Latin,circinate,sercenate,INCORRECT,,0 min. 20 sec.
19,Latin,cucullate,cucellate,INCORRECT,,0 min. 9 sec.
20,Latin,medulla,medulla,CORRECT,,0 min. 9 sec.
21,Latin,interpellate,interpellate,CORRECT,,0 min. 4 sec.
22,Latin,spadix,spadix,CORRECT,,0 min. 4 sec.
23,Latin,aesculapian,esculapaeian,INCORRECT,,0 min. 7 sec.
24,Latin,prevenient,proveniant,INCORRECT,,0 min. 5 sec.
25,Latin,abracadabra,abracadabra,CORRECT,,0 min. 5 sec.
26,Latin,pace,pathes,INCORRECT,,0 min. 4 sec.
27,Latin,serotinal,hirodinal,INCORRECT,,0 min. 5 sec.
28,Latin,ganglion,ganglion,CORRECT,,0 min. 6 sec.
29,Latin,mimetic,mimetic,CORRECT,,0 min. 5 sec.
30,Latin,evert,evert,CORRECT,,0 min. 3 sec.
31,Latin,octavo,octavo,CORRECT,,0 min. 6 sec.
32,Latin,adit,attet,INCORRECT,,0 min. 10 sec.
33,Latin,ambit,ambad,INCORRECT,,0 min. 4 sec.
34,Latin,seriatim,seriatim,CORRECT,,0 min. 4 sec.
35,Latin,panchax,pancax,INCORRECT,,0 min. 4 sec.
36,Latin,favus,favis,INCORRECT,,0 min. 3 sec.
37,Latin,pinetum,pinetum,CORRECT,,0 min. 4 sec.
38,Latin,stapes,stapes,CORRECT,,0 min. 6 sec.
39,Latin,tabes,tabes,CORRECT,,0 min. 5 sec.
40,Latin,morion,morion,CORRECT,,0 min. 3 sec.
41,Latin,harpy,harpey,INCORRECT,,0 min. 3 sec.
42,Latin,lamia,llamila,INCORRECT,,0 min. 5 sec.
43,Latin,armamentarium,armamentarium,CORRECT,,0 min. 5 sec.
44,Latin,scotic,scottic,INCORRECT,,0 min. 3 sec.
45,Latin,argillaceous,ardulaceous,INCORRECT,,0 min. 5 sec.
46,Latin,materfamilias,materfamilias,CORRECT,,0 min. 8 sec.
47,Latin,moxa,moxa,CORRECT,,0 min. 3 sec.
48,Latin,bacchae,macchae,INCORRECT,,0 min. 4 sec.
49,Latin,fecit,ficket,INCORRECT,,0 min. 3 sec.
50,Latin,clathrate,plathyrate,INCORRECT,,0 min. 5 sec.
51,Latin,defenestration,definistration,INCORRECT,,0 min. 10 sec.
52,Latin,imprimatur,imprimatur,CORRECT,,0 min. 9 sec.
53,Latin,anacreontic,anacreontic,CORRECT,,0 min. 4 sec.
54,Latin,vomitory,vomitory,CORRECT,,0 min. 4 sec.
55,Latin,meliorism,meliorism,CORRECT,,0 min. 4 sec.
56,Latin,cymatium,simacium,INCORRECT,,0 min. 4 sec.
57,Latin,galbanum,galbanum,CORRECT,,0 min. 34 sec.
58,Latin,arboreous,arboreous,CORRECT,,0 min. 4 sec.
59,Latin,annulus,annulus,CORRECT,,0 min. 7 sec.
60,Latin,pallidotomy,palodotomy,INCORRECT,,0 min. 4 sec.
61,Latin,catena,patina,INCORRECT,,0 min. 4 sec.
62,Latin,ceres,ceres,CORRECT,,0 min. 12 sec.
63,Latin,cartulary,cartulary,CORRECT,,0 min. 4 sec.
64,Latin,insufflation,inflation,INCORRECT,,0 min. 4 sec.
65,Latin,omasum,omasum,CORRECT,,0 min. 6 sec.
66,Latin,gravitas,gravitas,CORRECT,,0 min. 9 sec.
67,Latin,collectanea,collectanea,CORRECT,,0 min. 4 sec.
68,Latin,nosocomial,nosocomial,CORRECT,,0 min. 7 sec.
69,Latin,pallium,pallium,CORRECT,,0 min. 5 sec.
70,Latin,ascesis,acesus,INCORRECT,,0 min. 5 sec.
71,Latin,palimpsest,palincest,INCORRECT,,0 min. 6 sec.
72,Latin,tenebrae,tenebrate,INCORRECT,,0 min. 4 sec.
73,Latin,tympanites,tympanites,CORRECT,,0 min. 4 sec.
74,Latin,mediopassive,mediopassive,CORRECT,,0 min. 4 sec.
75,Latin,oread,oriad,INCORRECT,,0 min. 6 sec.
76,Latin,maniple,manuple,INCORRECT,,0 min. 4 sec.
77,Latin,geniture,geniture,CORRECT,,0 min. 4 sec.
78,Latin,facsimile,facsimile,CORRECT,,0 min. 17 sec.
79,Latin,elegit,oegit,INCORRECT,,0 min. 5 sec.
80,Latin,ecchymosis,ecchymosis,CORRECT,,0 min. 4 sec.
81,Latin,coxa,coxa,CORRECT,,0 min. 4 sec.
82,Latin,amity,amity,CORRECT,,0 min. 4 sec.
83,Latin,natant,natin,INCORRECT,,0 min. 4 sec.
84,Latin,cleopatra,cleopatra,CORRECT,,0 min. 5 sec.
85,Latin,encaustic,incaustic,INCORRECT,,0 min. 4 sec.
86,Latin,patagium,potagium,INCORRECT,,0 min. 6 sec.
87,Latin,alterity,alterity,CORRECT,,0 min. 4 sec.
88,Latin,sententia,sententia,CORRECT,,0 min. 5 sec.
89,Latin,concupiscence,concupiscence,CORRECT,,0 min. 4 sec.
90,Latin,atlantean,atlantean,CORRECT,,0 min. 5 sec.
91,Latin,anfractuosity,enfractuothy,INCORRECT,,0 min. 5 sec.
92,Latin,levirate,murverate,INCORRECT,,0 min. 5 sec.
93,Latin,escharotic,escharotic,CORRECT,,0 min. 4 sec.
94,Latin,emersed,emersed,CORRECT,,0 min. 4 sec.
95,Latin,lavabo,lovable,INCORRECT,,0 min. 4 sec.
96,Latin,latifundium,latafundium,INCORRECT,,0 min. 4 sec.
97,Latin,alveolus,alveolus,CORRECT,,0 min. 4 sec.
98,Latin,nostrum,nostrum,CORRECT,,0 min. 3 sec.
99,Latin,amanita,amamnesia,INCORRECT,,0 min. 6 sec.
100,Latin,defalcation,defalcation,CORRECT,,0 min. 4 sec.
101,Latin,imperator,imprimatur,INCORRECT,,0 min. 5 sec.
102,Latin,lenis,lanus,INCORRECT,,0 min. 3 sec.
103,Latin,hebdomadal,hebdomadal,CORRECT,,0 min. 4 sec.
104,Latin,decennium,decennium,CORRECT,,0 min. 5 sec.
105,Latin,redux,redux,CORRECT,,0 min. 6 sec.
106,Latin,solecism,solecism,CORRECT,,0 min. 11 sec.
107,Latin,sensillum,sencillum,INCORRECT,,0 min. 6 sec.
108,Latin,arcanum,arcanum,CORRECT,,0 min. 3 sec.
109,Latin,alveolar,alveolar,CORRECT,,0 min. 4 sec.
110,Latin,diadem,diadem,CORRECT,,0 min. 4 sec.
111,Latin,profligate,proflagate,INCORRECT,,0 min. 4 sec.
112,Latin,aliquot,alaquat,INCORRECT,,0 min. 4 sec.
113,Latin,buccinator,buccinator,CORRECT,,0 min. 4 sec.
