1,Paideia,alkane,alcane,INCORRECT,,0 min. 4 sec.
2,Paideia,moat,moat,CORRECT,,0 min. 3 sec.
3,Paideia,tiki,tiki,CORRECT,,0 min. 3 sec.
4,Paideia,payola,paola,INCORRECT,,0 min. 9 sec.
5,Paideia,cabana,cabana,CORRECT,,0 min. 3 sec.
6,Paideia,dative,dative,CORRECT,,0 min. 5 sec.
7,Paideia,patriarch,patriarch,CORRECT,,0 min. 4 sec.
8,Paideia,conquistador,conquistador,CORRECT,,0 min. 8 sec.
9,Paideia,snitch,snitch,CORRECT,,0 min. 4 sec.
10,Paideia,chamberlain,chamberlain,CORRECT,,0 min. 4 sec.
11,Paideia,saffron,saffron,CORRECT,,0 min. 3 sec.
12,Paideia,pavilion,pavillion,INCORRECT,,0 min. 4 sec.
13,Paideia,atlas,atlas,CORRECT,,0 min. 3 sec.
14,Paideia,immemorial,immemorial,CORRECT,,0 min. 4 sec.
15,Paideia,arsenic,arsenic,CORRECT,,0 min. 4 sec.
16,Paideia,paroxysm,paroxysm,CORRECT,,0 min. 4 sec.
17,Paideia,mosque,mosque,CORRECT,,0 min. 3 sec.
18,Paideia,hypotonic,hypotonic,CORRECT,,0 min. 6 sec.
19,Paideia,atmospheric,atmospheric,CORRECT,,0 min. 4 sec.
20,Paideia,champagne,champagne,CORRECT,,0 min. 5 sec.
21,Paideia,soliloquy,soliloquy,CORRECT,,0 min. 5 sec.
22,Paideia,hurricane,hurricane,CORRECT,,0 min. 4 sec.
23,Paideia,deprogram,deprogram,CORRECT,,0 min. 3 sec.
24,Paideia,chihuahua,chihuahua,CORRECT,,0 min. 5 sec.
25,Paideia,vair,vare,INCORRECT,,5 min. 37 sec.
26,Paideia,castellan,castellan,CORRECT,,0 min. 20 sec.
27,Paideia,anaglyph,anaglyph,CORRECT,,0 min. 4 sec.
28,Paideia,chocolate,chocolate,CORRECT,,0 min. 3 sec.
29,Paideia,polygrapher,caligrapher,INCORRECT,,0 min. 5 sec.
30,Paideia,siege,siege,CORRECT,,0 min. 3 sec.
31,Paideia,lime,line,INCORRECT,,0 min. 10 sec.
32,Paideia,arachnoid,arachnoid,CORRECT,,0 min. 4 sec.
33,Paideia,passover,passover,CORRECT,,0 min. 5 sec.
34,Paideia,unfulfilled,unfulfilled,CORRECT,,0 min. 7 sec.
35,Paideia,commensurate,commensurate,CORRECT,,0 min. 5 sec.
36,Paideia,memorable,memorable,CORRECT,,0 min. 6 sec.
37,Paideia,anionic,anionic,CORRECT,,0 min. 4 sec.
38,Paideia,prisoner,prisoner,CORRECT,,0 min. 6 sec.
39,Paideia,circumstantial,circumstantial,CORRECT,,0 min. 7 sec.
40,Paideia,ahimsa,ahimsa,CORRECT,,0 min. 6 sec.
41,Paideia,parolee,parolee,CORRECT,,0 min. 4 sec.
42,Paideia,antaean,antaean,CORRECT,,0 min. 6 sec.
43,Paideia,scabbard,scabbard,CORRECT,,0 min. 4 sec.
44,Paideia,highwayman,highwomen,INCORRECT,,0 min. 5 sec.
45,Paideia,righteous,righteous,CORRECT,,0 min. 4 sec.
46,Paideia,amigo,amigo,CORRECT,,0 min. 4 sec.
